Invoice_id,Branch,City,Customer_type,Gender,Product_line, Unitprice ,Quantity,Tax _5, Total ,Date,Time,Payment,cogs,gross_margin_percentage, gross_income ,Rating
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.4,10,14.71,309,1/12/2019,4:23:00 PM,Ewallet,294.2,4.76,15,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,61,9,27.43,576,1/7/2019,12:08:00 PM,Credit card,548.55,4.76,27,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.5,5,12.89,271,1/26/2019,5:45:00 PM,Cash,257.7,4.76,13,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.1,6,19.82,416,1/23/2019,10:28:00 AM,Cash,396.36,4.76,20,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.3,3,8.59,180,2/9/2019,8:31:00 PM,Ewallet,171.81,4.76,9,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.3,9,24.44,513,2/22/2019,10:49:00 AM,Cash,488.79,4.76,24,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.2,9,26.21,550,2/5/2019,12:34:00 PM,Cash,524.16,4.76,26,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.2,6,6.66,140,3/7/2019,10:23:00 AM,Credit card,133.26,4.76,7,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.3,7,6.76,142,3/25/2019,6:51:00 PM,Cash,135.24,4.76,7,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.5,3,5.62,118,1/20/2019,1:45:00 PM,Credit card,112.44,4.76,6,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72,2,7.2,151,2/4/2019,7:38:00 PM,Cash,144.08,4.76,7,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.5,10,49.26,1034,1/30/2019,8:23:00 PM,Ewallet,985.2,4.76,49,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.7,6,12.5,262,1/2/2019,3:24:00 PM,Ewallet,249.96,4.76,12,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.4,3,10.86,228,3/29/2019,4:54:00 PM,Ewallet,217.26,4.76,11,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.6,9,9.71,204,3/14/2019,12:32:00 PM,Cash,194.22,4.76,10,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,937,2/11/2019,3:42:00 PM,Credit card,892,4.76,45,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.4,8,16.97,356,1/30/2019,1:58:00 PM,Ewallet,339.36,4.76,17,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.5,6,22.35,469,3/20/2019,3:08:00 PM,Ewallet,447.06,4.76,22,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.3,2,9.93,208,3/20/2019,1:02:00 PM,Cash,198.5,4.76,10,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.2,10,40.61,853,1/17/2019,1:01:00 PM,Credit card,812.1,4.76,41,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.3,10,24.67,518,2/3/2019,4:40:00 PM,Credit card,493.3,4.76,25,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.7,9,29.58,621,1/1/2019,1:55:00 PM,Cash,591.66,4.76,30,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.9,7,27.95,587,1/10/2019,10:33:00 AM,Credit card,559.02,4.76,28,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,74,7,25.89,544,3/2/2019,4:42:00 PM,Ewallet,517.86,4.76,26,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82,5,20.51,431,2/25/2019,5:16:00 PM,Credit card,410.2,4.76,21,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.7,10,13.34,280,1/29/2019,11:48:00 AM,Cash,266.7,4.76,13,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.1,7,3.55,74,3/10/2019,7:35:00 PM,Ewallet,70.91,4.76,4,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.4,2,7.24,152,1/13/2019,7:55:00 PM,Credit card,144.78,4.76,7,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.9,5,21.48,451,3/22/2019,2:33:00 PM,Credit card,429.55,4.76,21,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.3,7,28.46,598,3/1/2019,7:49:00 PM,Ewallet,569.17,4.76,28,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253,2/20/2019,6:43:00 PM,Cash,241.2,4.76,12,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.8,4,6.35,133,1/14/2019,2:43:00 PM,Ewallet,127.08,4.76,6,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.3,4,12.85,270,3/26/2019,1:54:00 PM,Cash,257.08,4.76,13,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.5,2,6.95,146,3/1/2019,12:15:00 PM,Ewallet,139.02,4.76,7,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.2,3,4.08,86,1/7/2019,12:37:00 PM,Cash,81.66,4.76,4,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.7,4,15.54,326,2/1/2019,7:54:00 PM,Cash,310.72,4.76,16,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,93,2,9.3,195,2/13/2019,3:06:00 PM,Credit card,185.96,4.76,9,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.1,4,3.62,76,1/14/2019,6:03:00 PM,Credit card,72.32,4.76,4,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.1,3,9.46,199,1/19/2019,3:58:00 PM,Ewallet,189.18,4.76,9,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.7,4,10.34,217,3/9/2019,1:53:00 PM,Credit card,206.84,4.76,10,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.3,3,7.85,165,3/27/2019,2:03:00 PM,Cash,157.02,4.76,8,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.1,5,10.77,226,2/4/2019,4:38:00 PM,Ewallet,215.3,4.76,11,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.6,10,29.81,626,3/14/2019,11:07:00 AM,Cash,596.1,4.76,30,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.6,5,3.66,77,3/4/2019,12:23:00 PM,Cash,73.1,4.76,4,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.5,6,13.96,293,3/3/2019,10:54:00 AM,Credit card,279.18,4.76,14,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.2,7,8.48,178,1/27/2019,5:38:00 PM,Ewallet,169.68,4.76,8,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.6,1,2.28,48,2/7/2019,2:13:00 PM,Cash,45.58,4.76,2,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,237,2/5/2019,11:51:00 AM,Ewallet,225.6,4.76,11,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,305,3/15/2019,1:05:00 PM,Cash,290.4,4.76,15,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.8,3,2.22,47,3/1/2019,11:30:00 AM,Credit card,44.46,4.76,2,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164,2/15/2019,1:30:00 PM,Credit card,156.6,4.76,8,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.7,9,21,441,2/17/2019,7:11:00 PM,Ewallet,419.94,4.76,21,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.9,5,9.21,193,1/26/2019,6:53:00 PM,Cash,184.25,4.76,9,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.3,2,7.03,148,3/24/2019,2:22:00 PM,Ewallet,140.64,4.76,7,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.1,1,4.15,87,1/23/2019,5:16:00 PM,Ewallet,83.08,4.76,4,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,65,1,3.25,68,1/26/2019,10:06:00 AM,Credit card,64.99,4.76,3,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.6,10,38.78,814,3/14/2019,8:35:00 PM,Ewallet,775.6,4.76,39,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.5,6,16.35,343,3/17/2019,1:54:00 PM,Ewallet,327.06,4.76,16,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.9,7,18.16,381,1/8/2019,8:08:00 PM,Cash,363.23,4.76,18,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.8,4,6.35,133,2/8/2019,3:26:00 PM,Cash,127,4.76,6,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.7,7,18.78,394,2/10/2019,12:56:00 PM,Ewallet,375.55,4.76,19,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.8,4,9.96,209,3/28/2019,7:16:00 PM,Credit card,199.16,4.76,10,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.6,1,1.53,32,1/23/2019,12:20:00 PM,Ewallet,30.61,4.76,2,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.9,2,5.79,122,1/17/2019,10:37:00 AM,Ewallet,115.78,4.76,6,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,29,1,1.45,30,2/7/2019,10:18:00 AM,Credit card,28.96,4.76,1,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,99,9,44.54,935,3/9/2019,11:23:00 AM,Cash,890.73,4.76,45,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.2,3,13.98,294,1/24/2019,11:45:00 AM,Cash,279.66,4.76,14,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.9,1,4.05,85,1/19/2019,4:08:00 PM,Credit card,80.93,4.76,4,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.5,10,33.73,708,2/3/2019,11:25:00 AM,Ewallet,674.5,4.76,34,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.7,9,17.42,366,3/20/2019,12:24:00 PM,Ewallet,348.48,4.76,17,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457,1/13/2019,7:51:00 PM,Cash,435.6,4.76,22,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.9,5,21.98,462,3/14/2019,6:10:00 PM,Ewallet,439.55,4.76,22,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.5,6,29.56,621,1/23/2019,11:22:00 AM,Credit card,591.18,4.76,30,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.5,6,13.04,274,2/7/2019,5:55:00 PM,Ewallet,260.76,4.76,13,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.7,3,10.75,226,3/28/2019,3:30:00 PM,Credit card,215.04,4.76,11,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.6,1,4.58,96,3/20/2019,7:44:00 PM,Cash,91.61,4.76,5,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.6,7,33.11,695,1/17/2019,3:27:00 PM,Credit card,662.13,4.76,33,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.3,10,41.63,874,1/12/2019,11:25:00 AM,Credit card,832.5,4.76,42,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.4,1,4.57,96,2/16/2019,3:42:00 PM,Cash,91.35,4.76,5,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.9,2,7.89,166,1/26/2019,4:04:00 PM,Cash,157.76,4.76,8,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.9,2,6.09,128,3/9/2019,12:37:00 PM,Ewallet,121.74,4.76,6,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.6,10,41.29,867,3/14/2019,2:41:00 PM,Cash,825.8,4.76,41,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,8,168,1/25/2019,2:19:00 PM,Ewallet,159.9,4.76,8,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.1,1,0.6,13,1/26/2019,6:19:00 PM,Credit card,12.09,4.76,1,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.2,10,32.1,674,1/19/2019,2:08:00 PM,Credit card,641.9,4.76,32,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.3,3,11.75,247,3/5/2019,4:38:00 PM,Ewallet,234.93,4.76,12,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.8,2,8.38,176,1/15/2019,10:54:00 AM,Credit card,167.54,4.76,8,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.96,314,3/18/2019,11:29:00 AM,Ewallet,299.1,4.76,15,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.9,3,11.99,252,3/20/2019,7:28:00 PM,Credit card,239.73,4.76,12,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.5,10,33.24,698,1/15/2019,3:01:00 PM,Credit card,664.7,4.76,33,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,29,7,10.13,213,3/3/2019,8:31:00 PM,Credit card,202.65,4.76,10,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,49,3/19/2019,12:16:00 PM,Cash,46.2,4.76,2,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.6,5,4.41,93,3/8/2019,3:27:00 PM,Cash,88.15,4.76,4,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.4,3,7.86,165,2/27/2019,5:36:00 PM,Ewallet,157.26,4.76,8,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.8,3,14.82,311,2/23/2019,8:00:00 PM,Ewallet,296.37,4.76,15,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.6,8,35.42,744,3/19/2019,3:29:00 PM,Ewallet,708.4,4.76,35,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.7,2,5.57,117,3/27/2019,3:08:00 PM,Ewallet,111.34,4.76,6,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.5,8,29.01,609,3/30/2019,7:26:00 PM,Credit card,580.16,4.76,29,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.1,5,3.01,63,2/16/2019,3:53:00 PM,Ewallet,60.25,4.76,3,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.4,9,8.71,183,1/18/2019,6:43:00 PM,Ewallet,174.24,4.76,9,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.2,6,21.06,442,3/30/2019,2:58:00 PM,Cash,421.26,4.76,21,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.6,1,1.68,35,3/20/2019,7:55:00 PM,Cash,33.63,4.76,2,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.5,2,1.55,33,1/16/2019,3:10:00 PM,Cash,30.98,4.76,2,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.7,10,12.37,260,2/24/2019,4:44:00 PM,Cash,247.4,4.76,12,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.7,5,18.92,397,1/15/2019,6:22:00 PM,Ewallet,378.3,4.76,19,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.8,6,16.74,352,1/22/2019,11:52:00 AM,Cash,334.86,4.76,17,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.8,10,36.39,764,2/3/2019,5:24:00 PM,Cash,727.8,4.76,36,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.3,9,16.79,353,3/6/2019,3:31:00 PM,Ewallet,335.88,4.76,17,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.2,4,12.04,253,2/16/2019,6:04:00 PM,Credit card,240.72,4.76,12,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.7,3,2.35,49,3/14/2019,2:13:00 PM,Credit card,47.07,4.76,2,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.7,1,4.98,105,2/27/2019,10:23:00 AM,Credit card,99.69,4.76,5,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.2,3,13.22,278,1/18/2019,10:11:00 AM,Ewallet,264.45,4.76,13,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.9,5,6.98,147,1/29/2019,3:48:00 PM,Cash,139.65,4.76,7,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.5,1,2.77,58,2/26/2019,5:46:00 PM,Credit card,55.45,4.76,3,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,43,3,6.45,135,2/3/2019,11:46:00 AM,Cash,128.91,4.76,6,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.1,7,6,126,1/16/2019,12:07:00 PM,Credit card,119.98,4.76,6,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.8,6,17.63,370,3/24/2019,6:14:00 PM,Credit card,352.5,4.76,18,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,915,2/12/2019,2:45:00 PM,Credit card,871,4.76,44,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207,2/21/2019,11:39:00 AM,Cash,197.6,4.76,10,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.6,4,9.73,204,2/4/2019,3:44:00 PM,Ewallet,194.52,4.76,10,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.7,3,8.66,182,2/20/2019,1:06:00 PM,Ewallet,173.22,4.76,9,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,18,4,3.59,75,2/23/2019,8:43:00 PM,Ewallet,71.88,4.76,4,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.7,6,14.31,301,2/16/2019,2:19:00 PM,Ewallet,286.26,4.76,14,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.6,2,4.06,85,1/17/2019,10:01:00 AM,Credit card,81.24,4.76,4,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56,10,28.02,588,1/14/2019,7:30:00 PM,Ewallet,560.4,4.76,28,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196,3/30/2019,4:34:00 PM,Cash,186.8,4.76,9,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.4,3,11.01,231,3/2/2019,1:10:00 PM,Ewallet,220.23,4.76,11,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.6,8,13.46,283,2/15/2019,5:10:00 PM,Credit card,269.12,4.76,13,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.5,10,22.74,478,3/1/2019,10:22:00 AM,Credit card,454.8,4.76,23,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.8,2,8.38,176,2/24/2019,7:57:00 PM,Cash,167.54,4.76,8,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.1,7,22.43,471,2/19/2019,7:29:00 PM,Credit card,448.56,4.76,22,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.5,4,14.69,309,2/23/2019,6:30:00 PM,Cash,293.88,4.76,15,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,59,10,29.48,619,2/7/2019,2:27:00 PM,Ewallet,589.5,4.76,29,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,306,1/11/2019,1:57:00 PM,Ewallet,291,4.76,15,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.5,1,1.97,41,2/12/2019,7:43:00 PM,Cash,39.48,4.76,2,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.8,1,1.74,37,1/14/2019,10:11:00 AM,Credit card,34.81,4.76,2,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.3,6,14.8,311,1/9/2019,1:46:00 PM,Ewallet,295.92,4.76,15,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.5,2,2.15,45,2/27/2019,12:22:00 PM,Ewallet,42.96,4.76,2,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.1,6,6.92,145,1/24/2019,7:20:00 PM,Ewallet,138.48,4.76,7,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103,1/8/2019,12:58:00 PM,Credit card,98.2,4.76,5,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.8,2,6.48,136,1/8/2019,11:59:00 AM,Credit card,129.66,4.76,6,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.6,10,31.78,667,1/16/2019,5:59:00 PM,Cash,635.6,4.76,32,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.9,2,7.29,153,3/13/2019,12:51:00 PM,Cash,145.76,4.76,7,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.07,211,2/15/2019,10:36:00 AM,Cash,201.3,4.76,10,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.2,9,31.59,663,1/25/2019,1:38:00 PM,Cash,631.71,4.76,32,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55,7,19.26,405,3/12/2019,7:39:00 PM,Ewallet,385.28,4.76,19,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.6,10,24.32,511,3/4/2019,12:44:00 PM,Cash,486.3,4.76,24,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.4,7,25.68,539,2/10/2019,1:56:00 PM,Cash,513.66,4.76,26,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497,1/16/2019,2:42:00 PM,Cash,473.4,4.76,24,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.4,5,21.84,459,1/29/2019,7:45:00 PM,Cash,436.85,4.76,22,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,27,4,5.41,114,1/1/2019,8:26:00 PM,Ewallet,108.16,4.76,5,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.2,4,12.44,261,1/6/2019,7:46:00 PM,Ewallet,248.76,4.76,12,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.6,9,31.31,658,2/19/2019,7:38:00 PM,Credit card,626.22,4.76,31,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1024,1/12/2019,4:18:00 PM,Ewallet,975,4.76,49,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.4,8,24.16,507,2/7/2019,12:23:00 PM,Ewallet,483.28,4.76,24,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.3,3,4.85,102,3/27/2019,7:11:00 PM,Credit card,96.96,4.76,5,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.8,10,9.89,208,2/27/2019,6:57:00 PM,Credit card,197.7,4.76,10,5
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.5,9,36.21,760,1/6/2019,11:18:00 AM,Cash,724.23,4.76,36,9.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.4,9,39.78,835,3/2/2019,12:40:00 PM,Cash,795.51,4.76,40,6.3
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.8,7,25.12,528,3/29/2019,2:06:00 PM,Cash,502.39,4.76,25,8.9
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,8.6,181,1/31/2019,8:48:00 PM,Ewallet,172,4.76,9,7.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,69,1,3.45,72,1/21/2019,8:13:00 PM,Cash,68.98,4.76,3,4.8
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.6,8,6.25,131,1/20/2019,8:37:00 PM,Ewallet,124.96,4.76,6,9.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.86,81,1/17/2019,5:59:00 PM,Ewallet,77.1,4.76,4,6.1
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.6,6,24.19,508,2/28/2019,8:18:00 PM,Cash,483.72,4.76,24,9.1
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.5,4,15.11,317,3/19/2019,3:52:00 PM,Ewallet,302.12,4.76,15,8.3
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.6,9,34.93,734,2/19/2019,3:14:00 PM,Ewallet,698.67,4.76,35,7.2
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.9,9,6.23,131,2/4/2019,12:50:00 PM,Ewallet,124.65,4.76,6,6
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829,1/31/2019,10:36:00 AM,Ewallet,789.6,4.76,39,8.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.7,5,8.92,187,2/6/2019,6:33:00 PM,Credit card,178.4,4.76,9,6.6
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.5,7,25.01,525,3/28/2019,4:06:00 PM,Ewallet,500.22,4.76,25,4.5
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.9,3,1.79,38,1/19/2019,12:47:00 PM,Credit card,35.82,4.76,2,8.1
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.4,3,6.81,143,2/17/2019,1:34:00 PM,Credit card,136.14,4.76,7,7.2
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.5,6,5.24,110,1/18/2019,3:04:00 PM,Credit card,104.88,4.76,5,6.1
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.6,7,8.95,188,2/2/2019,8:42:00 PM,Cash,178.92,4.76,9,7.1
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.6,9,40.78,856,1/18/2019,3:28:00 PM,Cash,815.67,4.76,41,5.1
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.1,3,6.62,139,3/18/2019,1:45:00 PM,Credit card,132.36,4.76,7,7.9
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.8,7,12.87,270,1/11/2019,8:10:00 PM,Cash,257.39,4.76,13,7.4
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.3,4,4.67,98,2/4/2019,6:53:00 PM,Ewallet,93.36,4.76,5,7.4
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239,2/6/2019,2:24:00 PM,Cash,228,4.76,11,6.6
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.6,3,8.34,175,1/8/2019,11:42:00 AM,Credit card,166.71,4.76,8,5.9
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.7,10,34.87,732,3/5/2019,5:49:00 PM,Credit card,697.4,4.76,35,8.9
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.3,4,19.45,408,3/16/2019,3:33:00 PM,Ewallet,389.04,4.76,19,6.8
